FP,isFake,SET
../data/anti-deepfake-data and code/data/authentic/Tacoma/10456_23004.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/17_22899_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10483_22985.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10481_22969.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10476_22998.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10456_22959.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10473_22994.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10468_22974.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/15_22869_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10482_22991.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10469_22965.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10464_22992.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10488_22987.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10477_22990.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10471_22993.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/11_12406_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10463_22990.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10464_22960.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10457_22985.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/16_12425_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10479_22974.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10487_22987.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10475_23004.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10487_22984.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/30_12434_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10493_22964.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/17_12411_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10482_22992.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10493_23005.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10478_22998.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10460_23006.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10486_22996.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10472_22992.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10479_23001.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10478_22969.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10477_22983.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10459_22977.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/10_12413_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10477_22973.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10466_22973.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10480_22981.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10492_22989.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10465_22984.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/12_22912_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10477_22995.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10478_22968.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10481_22967.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10494_22974.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10492_22998.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/17_22893_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10473_23005.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10477_22980.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10473_22994.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/20_12417_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/28_12418_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/23_12424_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10464_22990.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10488_22992.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10477_22999.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10489_22975.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10489_22966.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10477_22995.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10490_22964.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/27_22901_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10482_22966.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10488_22961.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10467_22977.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/4_12416_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10478_22974.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10460_22984.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10463_22961.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10477_22965.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10491_22962.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10495_22990.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10460_22987.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/18_12417_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/21_22903_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/12_12410_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10462_22974.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/26_12406_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/23_22867_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10469_23006.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10476_23006.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10459_22970.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10492_22985.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10471_22992.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10488_23002.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10481_22982.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10464_22976.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10472_22969.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10475_22981.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/4_12419_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10478_22975.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10487_22999.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10467_22961.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/12_22907_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/19_12402_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10487_22982.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/23_22882_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/12_22906_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10477_22973.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10471_22968.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10463_23006.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/10_12428_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10474_22960.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10489_22981.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/16_22898_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/2_12426_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/24_22890_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/20_22885_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10476_22973.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/28_22896_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10486_22978.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10460_22988.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10467_22987.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10491_22961.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/27_22908_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10494_22974.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10488_22974.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10472_22986.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10474_23004.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10467_23002.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10476_22962.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10490_22959.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10495_22959.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10481_23006.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10459_22990.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10480_22962.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10474_22999.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/14_12421_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/10_12423_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10481_22980.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10478_22990.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10480_22970.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10472_22968.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/6_12401_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/16_12419_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10459_23001.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10459_22985.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10495_22995.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/3_12415_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10456_22982.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10495_22994.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10455_22962.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10481_22962.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10483_22962.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10462_22986.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10478_22975.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10481_23005.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10489_22970.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/5_12427_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10485_22988.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10472_22992.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10463_22960.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/27_22870_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10475_22971.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10491_22980.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10467_22968.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/13_12433_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10482_22970.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10477_22993.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10464_22977.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10457_22989.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10474_22988.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10457_22994.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/29_22912_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10491_22975.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10465_22995.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10471_22997.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10462_22987.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10494_22980.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10464_22992.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10471_22999.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10461_22985.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10481_23000.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10493_22978.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10464_23001.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/21_12405_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10456_22977.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10493_23004.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10483_22965.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10494_22970.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10464_22970.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10464_23004.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10493_22991.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10468_22986.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10468_22963.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10462_22976.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10468_22964.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10477_22972.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10467_22986.jpg,1,train
